Fabricante;SERVICIO Y/O SISTEMA GESTIONADO;GESTOR;TEXTO 1 DE LA ALARMA;TEXTO 2 DE LA ALARMA;TEXTO 3 DE LA ALARMA;TEXTO 4 DE LA ALARMA;BAJA / ALTA / BLOQUEO;DOMINIO;SEVERIDAD;"KM
(TITULO DEL INSTRUCTIVO)";TIER 1;TIER 2;TIER 3;TIPO DE ALARMA;GRUPO DE ATENCIÓN;CRITICIDAD;DUEÑO DE PLATAFORMA;PANEL NETCOOL
Huawei;5500V3;U2020 (eSight);26622;NIS Domain Service Is Unavailable;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1073872922 NIS Domain Service Is Unavailable;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20588;NIS Service Is Unavailable;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1078198298 NIS Service Is Unavailable;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26737;NIS Service Is Unavailable;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 5044 NIS Service Is Unavailable;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20550;No Available Space In The Storage Pool;Critical;ATENCIÓN;ALTA;0;AFECTACION;ALM - 14155820 No Available Space In The Storage Pool;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Critical;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20150;No Domain Controller Is Available;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1078263823 No Domain Controller Is Available;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20237;No LDAP/NIS Server Is Available;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1078263849 No LDAP/NIS Server Is Available;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);24430;Number Of Commands On A Module Exceeds The System Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 38010882 Number Of Commands On A Module Exceeds The System Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);24428;Number Of Commands On A Port Exceeds The System Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 38010881 Number Of Commands On A Port Exceeds The System Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20444;Number Of File Information Items To Be Backed Up Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1073872903 Number Of File Information Items To Be Backed Up Reaches The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);24567;Number Of File Information Items To Be Backed Up Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -1073872903 Number Of File Information Items To Be Backed Up Reaches The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25568;Number Of File Information Items To Be Backed Up Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2728 Number Of File Information Items To Be Backed Up Reaches The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20501;Number Of File Locks For NAS Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1073872906 Number Of File Locks For NAS Reaches The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);24564;Number Of File Locks For NAS Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -1073872906 Number Of File Locks For NAS Reaches The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25565;Number Of File Locks For NAS Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2725 Number Of File Locks For NAS Reaches The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20440;Number Of Files In A Directory Of A File System Has Reached Or Exceeded The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621719 Number Of Files In A Directory Of A File System Has Reached Or Exceeded The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20439;Number Of Files In A File System Has Reached Or Exceeded The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621718 Number Of Files In A File System Has Reached Or Exceeded The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20475;Number Of Files In A File System Has Reached Or Exceeded The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621724 Number Of Files In A File System Has Reached Or Exceeded The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20476;Number Of Files Under A Directory Of A File System Has Reached Or Exceeded The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621725 Number Of Files Under A Directory Of A File System Has Reached Or Exceeded The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20069;Number Of Initiator Connections On A Port Exceeds The System Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17563696 Number Of Initiator Connections On A Port Exceeds The System Limit;FALLA;CONECTIVIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26171;Number Of Initiators Connected To A Bond Port Exceeds The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 38014981 Number Of Initiators Connected To A Bond Port Exceeds The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20219;Number Of Initiators Connected To A Port Exceeds The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17563668 Number Of Initiators Connected To A Port Exceeds The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25937;Number Of Initiators Connected To A Port Exceeds The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 38014980 Number Of Initiators Connected To A Port Exceeds The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20081;Number Of Initiators Exceeds The System Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17563695 Number Of Initiators Exceeds The System Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26284;Number Of ISCSI Commands On A Controller Exceeds The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 13566086 Number Of ISCSI Commands On A Controller Exceeds The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26283;Number Of ISCSI Initiator Connections On A Controller Exceeds The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 13566085 Number Of ISCSI Initiator Connections On A Controller Exceeds The Upper Limit;FALLA;CONECTIVIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26282;Number Of ISCSI Initiator Connections On An Interface Module Exceeds The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 13697099 Number Of ISCSI Initiator Connections On An Interface Module Exceeds The Upper Limit;FALLA;CONECTIVIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20441;Number Of Opened Files On A Controller Has Reached Or Exceeded The Upper Limit;Critical;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621720 Number Of Opened Files On A Controller Has Reached Or Exceeded The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Critical;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20477;Number Of Opened Files On A Controller Has Reached Or Exceeded The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621726 Number Of Opened Files On A Controller Has Reached Or Exceeded The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20438;Number Of Opened Files On A Controller Is About To Exceed The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 13566044 Number Of Opened Files On A Controller Is About To Exceed The Upper Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20499;Number Of Share Connections For SMB One Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1073872905 Number Of Share Connections For SMB One Reaches The Upper Limit;FALLA;CONECTIVIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20498;Number Of Share Connections For SMB Two Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1073872904 Number Of Share Connections For SMB Two Reaches The Upper Limit;FALLA;CONECTIVIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);24566;Number Of Share Connections For SMB Two Reaches The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -1073872904 Number Of Share Connections For SMB Two Reaches The Upper Limit;FALLA;CONECTIVIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20788;One Storage Array Of A HyperMetro Consistency Group Is Isolated;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1006698501 One Storage Array Of A HyperMetro Consistency Group Is Isolated;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20789;One Storage Array Of A HyperMetro Pair Is Isolated;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1006698502 One Storage Array Of A HyperMetro Pair Is Isolated;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20791;One Storage Array Of A HyperMetro Pair Is Isolated ;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1006698504 One Storage Array Of A HyperMetro Pair Is Isolated ;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20243;Optical Module Cannot Be Monitored;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 15335445 Optical Module Cannot Be Monitored;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);24226;Optical Module Incompatible With The Port ;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 15335449 Optical Module Incompatible With The Port ;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20155;Optical Module Rate Is Inconsistent With That Of Its Port;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -253100027 Optical Module Rate Is Inconsistent With That Of Its Port;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25675;Optical Module Rate Is Inconsistent With That Of Its Port;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2834 Optical Module Rate Is Inconsistent With That Of Its Port;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20245;Optical Module Temperature Exceeds The Upper Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 15335447 Optical Module Temperature Exceeds The Upper Limit;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20242;Optical Module Temperature Is Below The Lower Limit;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 15335446 Optical Module Temperature Is Below The Lower Limit;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20427;Owning File System Of A HyperVault Is Faulty;Critical;ATENCIÓN;ALTA;0;AFECTACION;ALM - 19202051 Owning File System Of A HyperVault Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Critical;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20495;Password Of A Local Authentication User Has Expired;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 13238282 Password Of A Local Authentication User Has Expired;FALLA;ACCESO;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20593;Password Of The Resource User Has Expired;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1077805058 Password Of The Resource User Has Expired;FALLA;ACCESO;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26277;Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 16711683 Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26351;Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1376292 Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26352;Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1376293 Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26569;Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1376294 Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26604;Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 16711681 Paths Between The Host And Storage Array Do Not Meet Redundancy Requirements;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20375;PCIe Channel Between An Interface Module And A Controller Is Abnormal;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 13697080 PCIe Channel Between An Interface Module And A Controller Is Abnormal;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20313;PCIe Port Disconnected;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17301529 PCIe Port Disconnected;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20312;PCIe Port Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17301528 PCIe Port Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20541;PCIe Port Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 393222 PCIe Port Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20314;PCIe Port Partially Damaged;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17301526 PCIe Port Partially Damaged;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26176;Performance Deteriorates Due To Insufficient File System Capacity;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621735 Performance Deteriorates Due To Insufficient File System Capacity;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20311;Port Has Too Many Bit Errors;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17301525 Port Has Too Many Bit Errors;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20316;Port Negotiated Rate Is Smaller Than The Allowed Maximum;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17301533 Port Negotiated Rate Is Smaller Than The Allowed Maximum;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20152;Port Optical Module Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -253100029 Port Optical Module Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25673;Port Optical Module Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2832 Port Optical Module Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20009;Power Module Has No Input;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1507348 Power Module Has No Input;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20114;Power Module Input Is Abnormal;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -266928123 Power Module Input Is Abnormal;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25606;Power Module Input Is Abnormal;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2765 Power Module Input Is Abnormal;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20112;Power Module Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -266928125 Power Module Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20534;Power Module Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1507353 Power Module Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25604;Power Module Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2763 Power Module Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20109;Power Module Is Not Inserted;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -266928127 Power Module Is Not Inserted;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25602;Power Module Is Not Inserted;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2761 Power Module Is Not Inserted;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20113;Power Module Is Removed;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -266928126 Power Module Is Removed;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25603;Power Module Is Removed;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2762 Power Module Is Removed;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20014;Power Module Type Is Mismatched;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1507352 Power Module Type Is Mismatched;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20010;Power Modules Of Different Types Are Used In A Disk Enclosure;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1507349 Power Modules Of Different Types Are Used In A Disk Enclosure;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20019;Precopy Failed;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 17432590 Precopy Failed;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20048;Precopy Failed;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 14155812 Precopy Failed;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25693;Quorum Server Is Disconnected From The Storage Array;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1006829572 Quorum Server Is Disconnected From The Storage Array;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20400;Quorum Server Link Is Down;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 1006960640 Quorum Server Link Is Down;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20001;Registration failure of the trap IP address with the device;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 19660817 Registration failure of the trap IP address with the device;FALLA;FUNCIONALIDAD;0;Processing error;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20196;Remaining Capacity In A File System Is Insufficient;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621511 Remaining Capacity In A File System Is Insufficient;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20596;Remaining Capacity In A File System Is Insufficient;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2621728 Remaining Capacity In A File System Is Insufficient;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20255;Remaining Capacity In The Storage Pool Is Insufficient;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -254279677 Remaining Capacity In The Storage Pool Is Insufficient;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);25659;Remaining Capacity In The Storage Pool Is Insufficient;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 2818 Remaining Capacity In The Storage Pool Is Insufficient;FALLA;CAPACIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);24556;Remote Device Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 14680123 Remote Device Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);26298;Remote Device Is Faulty;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - 14680131 Remote Device Is Faulty;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
Huawei;5500V3;U2020 (eSight);20230;Remote Replication Consistency Group Failed To Synchronize Data Automatically;Major;ATENCIÓN;ALTA;0;AFECTACION;ALM - -266600443 Remote Replication Consistency Group Failed To Synchronize Data Automatically;FALLA;FUNCIONALIDAD;0;Hardware system;BO TEL FIJA;Major;EDWIN SUAREZ;AEL_TF_FIJA (AS)
